timestamp,prodi,jenis_kelamin,umur,suku,kabupaten,provinsi,asal_sekolah,jurusan_sekolah,ipk,kondisi_ekonomi,pendidikan_ayah,pendidikan_ibu,pekerjaan_ayah,pekerjaan_ibu,pendapatan_ayah,pendapatan_ibu,topik_minat,media_belajar,target_memproses,target_menerima,target_menyerap,target_memahami,durasi_belajar,motivasi,motivasi_lainnya,jurusan_std,kabupaten_std,jenis_kelamin_enc,jurusan_sekolah_enc,kabupaten_enc,pendapatan_ayah_enc,pendapatan_ibu_enc,durasi_belajar_enc,ipk_enc,ipk_kategori,media_buku,media_slide,media_video,media_interaktif,media_platform,media_forum,media_coding
2026-03-01 18:48:13.182,Teknik Informatika,Laki - Laki,20,Bugis,Luwu,Sulawesi Selatan ,Sma Negeri 2 Makassar,kurikulum merdeka,3,Menengah,SMA,D4 / S1,Karyawan Swasta,Pegawai Negeri Sipil (PNS),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.)",Active,Sensing,Visual,Global,30 menit - 1 jam,Peningkatan keterampilan,tidak ada,Kurikulum Merdeka,Luwu,0,5,6,2,2,2,3.0,3.00–3.50,0,0,1,0,0,0,0
2026-03-01 18:35:07.662,Teknik Informatika,Laki - Laki,19,Tolaki,Kolaka,Sulawesi Tenggara,MAN 1 Kolaka,IPA,3.64,Menengah,D3,SMA,Pedagang / Wiraswasta,Pedagang / Wiraswasta,Lebih dari Rp. 8.000.000 per bulan,Lebih dari Rp. 8.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Buku teks atau modul cetak, Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,.,IPA,Lainnya,0,2,5,4,4,2,3.64,3.50–4.00,1,0,1,1,0,0,0
2026-03-01 18:24:49.223,Teknik Informatika,Laki - Laki,19,Bugis ,Bone,Sulsel,SMAN 3 BONE,IPA,"3,62",Menengah,SMP,SMA,Buruh / Petani / Nelayan,Tidak bekerja / Pensiunan,Kurang dari Rp 2.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)",Buku teks atau modul cetak,Active,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,Kurang lebih penjelasan saya sama seperti jawaban yang telah pilih,IPA,Bone,0,2,0,1,1,2,3.62,3.50–4.00,1,0,0,0,0,0,0
2026-03-01 17:19:09.432,Teknik Informatika,Laki - Laki,20,Buton,-,Sulawesi tenggara ,SMK YPKP TIK KAB JAYAPURA PAPUA ,Multimedia ,3.63,Rendah,D4 / S1,SMA,Pegawai Negeri Sipil (PNS),Pedagang / Wiraswasta,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Sensing,Visual,Sequential,1 - 2 jam,Peningkatan keterampilan,-,Multimedia,Lainnya,0,7,5,2,1,3,3.63,3.50–4.00,0,0,1,1,1,1,1
2026-03-01 16:42:08.869,Teknik Informatika,Laki - Laki,20,Bone,Bone,Sulawesi Selatan,SMK Yapis Timika,TKJ,3.74,Menengah,D4 / S1,D4 / S1,Karyawan Swasta,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Reflective,Sensing,Visual,Sequential,1 - 2 jam,Peningkatan keterampilan,-,TKJ,Bone,0,9,0,2,2,3,3.74,3.50–4.00,0,0,1,1,1,0,0
2026-03-01 16:41:27.612,Teknik Informatika,Laki - Laki,20,Sunda,Kolaka utara,Sulawesi tenggara,Makassar,Airframe and powerplant,3.89,Menengah,D4 / S1,D4 / S1,Pegawai Negeri Sipil (PNS),Pegawai Negeri Sipil (PNS),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Tantangan akademis,TDK ada ,RPL,Lainnya,0,8,5,2,2,2,3.89,3.50–4.00,0,0,0,0,0,0,1
2026-03-01 16:38:19.791,Sistem Informasi,Laki - Laki,21,MAKASSAR,Makassar,Sulsel,SMA 9,IPS,3.67,Menengah,D4 / S1,D4 / S1,Karyawan Swasta,Pegawai Negeri Sipil (PNS),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.)",Active,Sensing,Visual,Sequential,Kurang dari 30 menit,Peningkatan keterampilan,-,IPS,Makassar,0,3,8,2,2,1,3.67,3.50–4.00,0,1,1,0,0,1,0
2026-03-01 16:28:24.109,Teknik Informatika,Laki - Laki,19,Minang,Kabupaten solok,Sumbar,Pondok pesantren waratsatul anbiya,Agama,3.15,Menengah,SMP,SMA,Pedagang / Wiraswasta,Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Data dan Kecerdasan Buatan (Basis Data, Kecerdasan Buatan, Machine Learning, Data Mining)","Buku teks atau modul cetak, Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.)",Active,Sensing,Visual,Global,Kurang dari 30 menit,Other..,Ndk ada,Keagamaan,Lainnya,0,4,5,2,1,1,3.15,3.00–3.50,1,1,1,0,0,0,0
2026-02-25 19:58:57.581,Teknik Informatika,Laki - Laki,22,mandar,mamuju,sulawesi barat,MAN 1 Negeri Mamuju,IPS,-,Menengah,D4 / S1,D4 / S1,Pegawai Negeri Sipil (PNS),Pegawai Negeri Sipil (PNS),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Teknologi dan Inovasi Digital (Robotika, Internet of Things, Blockchain, Teknologi Baru lainnya)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Other..,jaminan masa depan,IPS,Mamuju,0,3,10,2,2,2,3.71,3.50–4.00,0,0,1,1,0,0,0
2026-02-25 17:58:17.751,Teknik Informatika,Laki - Laki,20,Tolaki,Kota Kendari,Sulawesi Tenggara,SMA NEGERI 8 KENDARI,IPA,3,Rendah,S2,D4 / S1,Pegawai Negeri Sipil (PNS),Pegawai Negeri Sipil (PNS),Lebih dari Rp. 8.000.000 per bulan,Rp 5.000.000 - Rp 8.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Active,Sensing,Visual,Sequential,1 - 2 jam,Peningkatan keterampilan,Tidak ada.,IPA,Kendari,0,2,3,4,3,3,3.0,3.00–3.50,0,0,1,1,1,0,0
2026-02-25 15:53:04.551,Teknik Informatika,Perempuan,21,Bugis,Kota makassar,Sulawesi Selatan,SMAN. 14 Makassar,IPA,3.8,Menengah,D4 / S1,D4 / S1,Pedagang / Wiraswasta,Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)",Slide presentasi (PowerPoint) dari dosen,Reflective,Sensing,Verbal,Global,30 menit - 1 jam,Pengakuan dari teman/sejawat,.. ,IPA,Makassar,1,2,8,2,1,2,3.8,3.50–4.00,0,1,0,0,0,0,0
2026-02-25 14:13:06.647,Teknik Informatika,Perempuan,21,Makassar,Gowa,Sulawesi Selatan,SMA Negeri 4 Gowa,IPA,"3,77",Menengah,SD,SD,Buruh / Petani / Nelayan,Buruh / Petani / Nelayan,Kurang dari Rp 2.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Data dan Kecerdasan Buatan (Basis Data, Kecerdasan Buatan, Machine Learning, Data Mining)","Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.)",Active,Sensing,Verbal,Sequential,30 menit - 1 jam,Other..,-,IPA,Gowa,1,2,2,1,1,2,3.77,3.50–4.00,0,1,1,1,0,1,0
2026-02-25 13:57:07.792,Teknik Informatika,Perempuan,21,Bugis,Bulukumba ,Sulawesi Selatan ,SMA negeri 1 Tondano ,IPA,3.69,Menengah,SMA,SMA,Tidak bekerja / Pensiunan,Tidak bekerja / Pensiunan,Kurang dari Rp 2.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.)",Active,Intuitive,Verbal,Sequential,30 menit - 1 jam,Penghargaan atau sertifikat,-,IPA,Lainnya,1,2,5,1,1,2,3.69,3.50–4.00,0,0,1,0,0,0,0
2026-02-25 13:43:47.615,Teknik Informatika,Perempuan,23,Bugis,KOTA BALIKPAPAN,KALIMANTAN TIMUR,SMKN 2 BALIKPAPAN,RPL (rekayasa perangkat lunak),3.64,Menengah,SMA,SMA,Buruh / Petani / Nelayan,Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Data dan Kecerdasan Buatan (Basis Data, Kecerdasan Buatan, Machine Learning, Data Mining)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Active,Sensing,Verbal,Global,1 - 2 jam,Peningkatan keterampilan,-,RPL,Lainnya,1,8,5,2,1,3,3.64,3.50–4.00,0,0,1,1,1,0,0
2026-02-25 13:27:04.884,Teknik Informatika,Laki - Laki,25,Jawa,Kota Makassar,Sulawesi Selatan,MAN 2 Kota Makassar,IPA,3.96,Menengah,D4 / S1,D4 / S1,Tidak bekerja / Pensiunan,Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Data dan Kecerdasan Buatan (Basis Data, Kecerdasan Buatan, Machine Learning, Data Mining)","Buku teks atau modul cetak, Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Reflective,Sensing,Visual,Sequential,1 - 2 jam,Peningkatan keterampilan,-,IPA,Makassar,0,2,8,2,2,3,3.96,3.50–4.00,1,1,1,1,1,1,1
2026-02-06 22:52:48.541,Teknik Informatika,Laki - Laki,21,Makassar,Makassar,Sulawesi Selatan,MAN 3 MAKASSAR,IPA,3.87,Menengah,S2,D4 / S1,Pegawai Negeri Sipil (PNS),Pegawai Negeri Sipil (PNS),Lebih dari Rp. 8.000.000 per bulan,Rp 5.000.000 - Rp 8.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Active,Intuitive,Visual,Global,Lebih dari 2 jam,Peningkatan keterampilan,tidak ada,IPA,Makassar,0,2,8,4,3,4,3.87,3.50–4.00,0,0,1,0,1,0,0
2026-02-04 07:56:00.824,Teknik Informatika,Perempuan,20,Luwu,Luwu utara,Sulawesi Selatan,Nurul junaidiyah,IPA,3.13,Rendah,SMP,SMA,Profesional (Dokter / Pengacara / dll.),Pedagang / Wiraswasta,Kurang dari Rp 2.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Buku teks atau modul cetak, Slide presentasi (PowerPoint) dari dosen",Active,Intuitive,Verbal,Sequential,1 - 2 jam,Peningkatan keterampilan,-,IPA,Lainnya,1,2,5,1,1,3,3.13,3.00–3.50,1,1,0,0,0,0,0
2026-02-03 22:39:06.207,Teknik Informatika,Laki - Laki,23 Tahun,MAKASSAR,MAKASSAR,SULAWESI SELATAN,SMAN 20 MAKASSAR,IPA,3.73,Menengah,SMA,SMP,Karyawan Swasta,Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Sensing,Visual,Sequential,1 - 2 jam,Peningkatan keterampilan,lainnya,IPA,Makassar,0,2,8,2,1,3,3.73,3.50–4.00,0,0,0,0,0,0,1
2026-02-03 22:24:53.337,Teknik Informatika,Laki - Laki,22,Makassar,Gowa,Sulawesi Selatan,SMKN 1 Gowa,Akuntansi,3.64,Menengah,SMA,SMA,Karyawan Swasta,Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Buku teks atau modul cetak, Video pembelajaran (YouTube, e-learning, dll.), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Sensing,Visual,Sequential,1 - 2 jam,Penghargaan atau sertifikat,-,Akuntansi,Gowa,0,0,2,2,1,3,3.64,3.50–4.00,1,0,1,0,0,1,1
2026-02-03 20:37:52.737,Teknik Informatika,Perempuan,18,Buton,Buton,Sulawesi Tenggara ,SMA NEGERI 1 PASARWAJO,IPA,3.38,Menengah,D4 / S1,D4 / S1,TNI / Polri,Pegawai Negeri Sipil (PNS),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Slide presentasi (PowerPoint) dari dosen, Media interaktif (simulasi, animasi, aplikasi edukasi), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,Tidak ada,IPA,Lainnya,1,2,5,2,2,2,3.38,3.00–3.50,0,1,0,1,0,0,1
2026-02-03 20:33:48.970,Teknik Informatika,Laki - Laki,20,Ambon,Maluku Tengah,Maluku,SMA Negeri 15 Maluku Tengah,IPA,88.07,Menengah,D4 / S1,D4 / S1,Pegawai Negeri Sipil (PNS),Pegawai Negeri Sipil (PNS),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Sensing,Visual,Global,30 menit - 1 jam,Peningkatan keterampilan,tidak ada,IPA,Maluku Tengah,0,2,9,2,2,2,3.71,3.50–4.00,0,1,1,1,0,1,1
2026-02-03 20:32:45.310,Teknik Informatika,Perempuan,18,Toraja,Luwu timur,Sulawesi selatan,SMA Ummul Mukminin,IPA,3.45,Menengah,D4 / S1,S2,Buruh / Petani / Nelayan,Pegawai Negeri Sipil (PNS),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 5.000.000 - Rp 8.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Active,Intuitive,Visual,Sequential,30 menit - 1 jam,Pengakuan dari teman/sejawat,-,IPA,Luwu Timur,1,2,7,2,3,2,3.45,3.00–3.50,0,0,1,0,1,0,0
2026-02-03 20:20:35.958,Teknik Informatika,Perempuan,18,Makassar ,Makassar ,Sulawesi Selatan ,SMK Negeri 10 Makassar ,TKJ,3.95,Menengah,D3,D3,Tidak bekerja / Pensiunan,Tidak bekerja / Pensiunan,Kurang dari Rp 2.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Teknologi dan Inovasi Digital (Robotika, Internet of Things, Blockchain, Teknologi Baru lainnya)","Buku teks atau modul cetak, Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Reflective,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,Tidak ada,TKJ,Makassar,1,9,8,1,1,2,3.95,3.50–4.00,1,0,1,1,1,0,1
2026-02-03 20:18:02.910,Teknik Informatika,Perempuan,19,Bugis,Luwu timur,Sulawesi Selatan ,SMAN 6 LUWU TIMUR,IPA,"3,45",Menengah,D3,SD,Buruh / Petani / Nelayan,Pedagang / Wiraswasta,Kurang dari Rp 2.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Teknologi dan Inovasi Digital (Robotika, Internet of Things, Blockchain, Teknologi Baru lainnya)",Buku teks atau modul cetak,Active,Sensing,Verbal,Sequential,30 menit - 1 jam,Peningkatan keterampilan,Tidak ada,IPA,Luwu Timur,1,2,7,1,2,2,3.45,3.00–3.50,1,0,0,0,0,0,0
2026-02-03 20:10:12.824,Teknik Informatika,Perempuan,20,Jawa,Makassar ,Sulawesi Selatan ,SMAN 3 MAKASSAR,IPA,3.63,Menengah,SMA,SMA,Karyawan Swasta,Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,-,IPA,Makassar,1,2,8,2,1,2,3.63,3.50–4.00,0,1,1,0,0,1,0
2026-02-03 20:07:03.582,Teknik Informatika,Perempuan,18,Bugis,Luwu,Sulawesi selatan,SMAN 3 LUWU,IPA,"3,68",Menengah,SMA,SMA,Karyawan Swasta,Tidak bekerja / Pensiunan,Lebih dari Rp. 8.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Active,Sensing,Visual,Sequential,1 - 2 jam,Peningkatan keterampilan,Tidak ada,IPA,Luwu,1,2,6,4,1,3,3.68,3.50–4.00,0,1,1,0,1,0,0
2026-02-03 20:04:02.481,Teknik Informatika,Perempuan,18 Tahun,Sasak,Mamuju Tengah,Sulawesi Barat,Ummul Mukminin Makassar,Keagamaan ,"3,74",Menengah,D4 / S1,D4 / S1,Pegawai Negeri Sipil (PNS),Tenaga Pendidik (Dosen/Guru),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Komputasi Visual dan Interaksi (Pengolahan Citra Digital, Computer Vision, Interaksi Manusia dan Komputer, Multimedia)","Slide presentasi (PowerPoint) dari dosen, Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,-,Keagamaan,Lainnya,1,4,5,2,2,2,3.74,3.50–4.00,0,1,0,1,0,0,0
2026-02-03 20:03:26.683,Teknik Informatika,Perempuan,19,toraja bugis,kolaka utara,sulawesi tenggara ,SMAN 1 PAKUE,kurikulum merdeka,3.7,Menengah,SD,SMA,Buruh / Petani / Nelayan,Pedagang / Wiraswasta,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Media interaktif (simulasi, animasi, aplikasi edukasi), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,"pada masa SMA disekolah saya menggunakan kurikulum merdeka yang dimana setiap mata pelajaran telah dikelompokkan sehingga tidak ada lagi jurusan ipa atau ipa, dan saya mengambil kelas kimia,fisika",Kurikulum Merdeka,Lainnya,1,5,5,2,1,2,3.7,3.50–4.00,0,0,0,1,1,0,0
2026-02-03 19:56:43.921,Teknik Informatika,Perempuan,19,mandar,mamuju,sulawesi barat,man 1 mamuju,IPA,3.65,Menengah,SMA,D4 / S1,Tidak bekerja / Pensiunan,Pegawai Negeri Sipil (PNS),Kurang dari Rp 2.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Teknologi dan Inovasi Digital (Robotika, Internet of Things, Blockchain, Teknologi Baru lainnya)","Video pembelajaran (YouTube, e-learning, dll.)",Reflective,Sensing,Visual,Sequential,1 - 2 jam,Tantangan akademis,tidak ada,IPA,Mamuju,1,2,10,1,2,3,3.65,3.50–4.00,0,0,1,0,0,0,0
2026-02-03 19:40:04.227,Teknik Informatika,Perempuan,19,Bugis,KABUPATEN PINRANG,SULAWESI SELATAN,SMKN 1 PINRANG,Multimedia dan Teknik Informatika,3.34,Menengah,SMA,SMA,Pedagang / Wiraswasta,Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Komputasi Visual dan Interaksi (Pengolahan Citra Digital, Computer Vision, Interaksi Manusia dan Komputer, Multimedia)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,-,Multimedia,Pinrang,1,7,14,2,1,2,3.34,3.00–3.50,0,0,1,1,0,0,0
2026-02-03 19:37:23.074,Teknik Informatika,Perempuan,19,Bugis,Luwu Timur,Sulawesi Selatan,SMA 5 LUWU TIMUR,IPA,3.56,Menengah,SMA,SMA,Karyawan Swasta,Tidak bekerja / Pensiunan,Rp 5.000.000 - Rp 8.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.)",Active,Sensing,Visual,Sequential,1 - 2 jam,Peningkatan keterampilan,-,IPA,Luwu Timur,1,2,7,3,1,3,3.56,3.50–4.00,0,0,1,1,0,1,0
2026-02-03 19:32:26.468,Teknik Informatika,Perempuan,18,Leutuang ,Lembata ,Nusa tenggara Timur ,SMA negeri 1 balauring ,Bahasa,3.26,Rendah,D3,SMA,Pedagang / Wiraswasta,Tidak bekerja / Pensiunan,Kurang dari Rp 2.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Data dan Kecerdasan Buatan (Basis Data, Kecerdasan Buatan, Machine Learning, Data Mining)",Buku teks atau modul cetak,Active,Intuitive,Verbal,Global,1 - 2 jam,Peningkatan keterampilan,Tidak ada,Bahasa,Lainnya,1,1,5,1,1,3,3.26,3.00–3.50,1,0,0,0,0,0,0
2026-02-03 19:24:39.203,Teknik Informatika,Perempuan,19,Bugis,Kota Makassar,Sulawesi Selatan,SMAN 9 MAKASSAR,kelas umum (Kurikulum Merdeka),"3,25",Menengah,D4 / S1,D4 / S1,Tidak bekerja / Pensiunan,Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Komputasi Visual dan Interaksi (Pengolahan Citra Digital, Computer Vision, Interaksi Manusia dan Komputer, Multimedia)","Media interaktif (simulasi, animasi, aplikasi edukasi), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Sensing,Verbal,Global,Lebih dari 2 jam,Peningkatan keterampilan,.,Kurikulum Merdeka,Makassar,1,5,8,2,1,4,3.25,3.00–3.50,0,0,0,1,0,0,1
2026-02-03 19:15:05.807,Teknik Informatika,Perempuan,18,toraja ,kab. luwu timur ,sulawesi selatan ,sma 2 luwu timur,kurikulum merdeka ,"3,46",Rendah,SMP,D4 / S1,Buruh / Petani / Nelayan,Pedagang / Wiraswasta,Kurang dari Rp 2.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Verbal,Sequential,30 menit - 1 jam,Peningkatan keterampilan,jurusan sekolah: saya sudah pakai kurikulum merdeka dimana setiap kelas dipisahkan sesuai jurusan yang diminati di perguruan tinggi,Kurikulum Merdeka,Luwu Timur,1,5,7,1,1,2,3.46,3.00–3.50,0,0,1,1,0,0,0
